Wall time,Step,Value
1620124420.064988,0,0.09435474872589111
1620127003.5085301,10,0.44539564847946167
1620129588.9124603,20,0.44795435667037964
1620132158.9906394,30,0.5766582489013672
1620134703.1007624,40,0.590955913066864
1620137248.2839193,50,0.5909247398376465
1620139766.7664714,60,0.496188759803772
1620142179.1009088,70,0.6461337208747864
1620144597.6717446,80,0.6612465381622314
1620147044.316559,90,0.6563669443130493
1620149471.18664,100,0.647715151309967
1620151872.166241,110,0.6501638293266296
1620154276.9589193,120,0.6498228907585144
1620156683.7935953,130,0.6542736887931824
1620159006.8437657,140,0.6526228785514832
