Wall time,Step,Value
1620340745.5815892,0,0.05867113173007965
1620342769.745456,10,0.36037808656692505
1620344804.2528908,20,0.41247016191482544
1620346835.2264116,30,0.44499045610427856
1620348866.4977245,40,0.4882855713367462
1620350902.0935812,50,0.5541977286338806
1620352988.945662,60,0.5670235753059387
1620355157.655508,70,0.6122637391090393
1620357319.582179,80,0.6041325330734253
1620359480.240041,90,0.6194412708282471
1620361647.4407616,100,0.6497702598571777
1620363803.189725,110,0.6671459674835205
1620366092.6110542,120,0.6723315119743347
1620368469.5508451,130,0.6758905053138733
1620370827.399604,140,0.6680521368980408
1620373197.330305,150,0.6774064302444458
1620375504.4318545,160,0.6741652488708496
1620377816.6560283,170,0.6750692129135132
1620380108.2877753,180,0.6705130338668823
1620382406.0480094,190,0.670320451259613
1620384791.9870274,200,0.6441063284873962
1620387167.3963344,210,0.6768381595611572
1620389561.464665,220,0.6701713800430298
1620391957.9667108,230,0.6718981266021729
1620394361.6417713,240,0.6747164130210876
1620396750.693912,250,0.671282947063446
1620399169.7664943,260,0.6779712438583374
1620401593.7734356,270,0.6669032573699951
1620404027.186256,280,0.6719772219657898
1620406455.3478854,290,0.6707343459129333
1620408867.9772332,300,0.6753518581390381
1620411242.4048803,310,0.6738563179969788
1620413627.9897525,320,0.6727073788642883
1620415986.5461044,330,0.6756624579429626
1620418362.2637277,340,0.6793189644813538
1620420724.3185556,350,0.674380362033844
1620423098.4350047,360,0.6771791577339172
1620425487.138044,370,0.6729657649993896
1620427874.0659504,380,0.6691758036613464
1620430249.9626403,390,0.6746142506599426
1620432625.944643,400,0.6727561950683594
1620435028.8629327,410,0.6671067476272583
1620437392.1066477,420,0.6713024377822876
1620439847.528911,430,0.671861469745636
1620442651.7535045,440,0.6755821108818054
1620445426.6168728,450,0.6729217171669006
1620448197.414778,460,0.6746670603752136
1620450989.9080153,470,0.672257661819458
1620453763.9954386,480,0.6654921174049377
1620456532.9030042,490,0.6700884103775024
1620459335.444983,500,0.670427680015564
1620462117.6629505,510,0.6746105551719666
1620464928.2587013,520,0.6735034584999084
1620467710.8851082,530,0.6708565354347229
1620470532.6222296,540,0.673240065574646
1620473303.0725946,550,0.671640157699585
1620476048.280558,560,0.6740471124649048
1620478923.6151578,570,0.6658640503883362
