Wall time,Step,Value
1620160230.4040377,0,0.060539282858371735
1620164798.240438,10,0.3910383880138397
1620169204.8104355,20,0.4200668931007385
1620173799.330769,30,0.5012827515602112
1620178438.786246,40,0.4846140146255493
1620183082.4029126,50,0.5739510655403137
1620187714.528422,60,0.604092538356781
1620192343.9494045,70,0.5970831513404846
1620196946.908506,80,0.6181774735450745
1620201548.1671124,90,0.6417115330696106
1620206161.893838,100,0.6455934047698975
1620210404.1640344,110,0.6283892393112183
1620214590.3616092,120,0.642144501209259
1620218784.7924473,130,0.6506184339523315
1620222978.6738553,140,0.648449182510376
