Wall time,Step,Value
1620340723.0400634,0,0.26961222290992737
1620342766.2914882,10,0.5110883712768555
1620344816.4922118,20,0.6111674904823303
1620346867.5650225,30,0.6152029633522034
1620348917.2336469,40,0.6155598163604736
1620350964.6591504,50,0.6267052292823792
1620353062.500555,60,0.6182690858840942
1620355229.5309515,70,0.6250923871994019
1620357385.0457616,80,0.6226088404655457
1620359538.077468,90,0.6278051733970642
1620361687.7980692,100,0.6271207332611084
1620363841.370855,110,0.628205418586731
1620366107.9198587,120,0.628115177154541
1620368430.0727446,130,0.6272844076156616
1620370749.8660944,140,0.666164219379425
