Wall time,Step,Value
1620160228.9378664,0,0.12640078365802765
1620165527.5595818,10,0.4631843864917755
1620170704.81992,20,0.5026113390922546
1620176092.1789396,30,0.4879882037639618
1620181473.0449014,40,0.5204735994338989
1620186833.5287712,50,0.6042919158935547
1620192197.6142006,60,0.6196945309638977
1620197554.8316047,70,0.5348584055900574
1620202913.729213,80,0.5948748588562012
1620208163.2854476,90,0.6290945410728455
1620213078.3441834,100,0.6218580603599548
1620218003.4671662,110,0.6352198719978333
1620222936.9832814,120,0.6199167370796204
1620227831.5404706,130,0.647279679775238
1620232604.2496524,140,0.6236997246742249
