Wall time,Step,Value
1620340731.801578,0,0.12058956176042557
1620342764.633598,10,0.47689464688301086
1620344816.1005566,20,0.515965461730957
1620346864.5480597,30,0.5912485718727112
1620348915.063929,40,0.6801209449768066
1620350961.6996949,50,0.6505492329597473
1620353062.2184453,60,0.6877524852752686
1620355221.2645974,70,0.6923393607139587
1620357382.1306105,80,0.6890610456466675
1620359534.876103,90,0.6908488273620605
1620361689.1943026,100,0.6900475025177002
1620363835.665727,110,0.678787112236023
1620366091.2649233,120,0.6910852193832397
1620368399.3173482,130,0.687830924987793
1620370727.4269004,140,0.6891805529594421
1620373025.2708127,150,0.6894362568855286
1620375304.8180404,160,0.6889820098876953
1620377555.8731682,170,0.6879385113716125
1620379811.3444061,180,0.6900365352630615
1620382057.466001,190,0.6894072890281677
1620384389.7558265,200,0.6889147758483887
1620386745.474511,210,0.6875958442687988
1620389098.3495424,220,0.6877055168151855
1620391493.1059763,230,0.6858621835708618
1620393899.0173857,240,0.6902710795402527
1620396282.1382632,250,0.6890139579772949
1620398687.557659,260,0.6890885829925537
1620401105.5535722,270,0.6903236508369446
1620403528.168874,280,0.6798952221870422
1620405959.7722812,290,0.6864731907844543
